EPI_ISL_693319|hCoV-19/Singapore/1431/2020|2020-11-26|Singapore	2020-11-26
EPI_ISL_729530|hCoV-19/Germany/ChVir3098/2020|2020-04-09|Germany	2020-04-09
EPI_ISL_508202|hCoV-19/India/UP-AR66/2020|2020-06-09|India	2020-06-09
EPI_ISL_575400|hCoV-19/England/ALDP-9CAB9F/2020|2020-09-16|England	2020-09-16
EPI_ISL_420279|hCoV-19/England/SHEF-C05A3/2020|2020-03-21|England	2020-03-21
EPI_ISL_721594|hCoV-19/Japan/IC-0349/2020|2020-11|Japan	2020-11
EPI_ISL_782807|hCoV-19/England/MILK-C2F5F1/2020|2020-12-07|England	2020-12-07
EPI_ISL_889018|hCoV-19/Indonesia/JB-EIJK120/2021|2021-01-04|Indonesia	2021-01-04
EPI_ISL_721612|hCoV-19/Japan/IC-0371/2020|2020-12|Japan	2020-12
EPI_ISL_803459|hCoV-19/USA/WI-WSLH-201219/2020|2020-10-22|USA	2020-10-22
EPI_ISL_513098|hCoV-19/SaudiArabia/KAUST-MADINAH1085/2020|2020-06-11|SaudiArabia	2020-06-11
EPI_ISL_668420|hCoV-19/Norway/4885/2020|2020-10-20|Norway	2020-10-20
EPI_ISL_721584|hCoV-19/Japan/IC-0337/2020|2020-11|Japan	2020-11
EPI_ISL_872946|hCoV-19/Russia/IVA-RII-MH11890S/2020|2020-12-16|Russia	2020-12-16
EPI_ISL_591417|hCoV-19/Japan/IC-0075/2020|2020-07|Japan	2020-07
EPI_ISL_790134|hCoV-19/USA/TX-HMH-MCoV-11923/2020|2020-09-15|USA	2020-09-15
EPI_ISL_953750|hCoV-19/Switzerland/VS-33063351/2021|2021-01-20|Switzerland	2021-01-20
EPI_ISL_637858|hCoV-19/England/QEUH-A8AAAC/2020|2020-10-16|England	2020-10-16
EPI_ISL_677744|hCoV-19/Hungary/US-32312w/2020|2020-09-01|Hungary	2020-09-01
EPI_ISL_455696|hCoV-19/Vietnam/VNHN_1167/2020|2020-03-18|Vietnam	2020-03-18
EPI_ISL_507973|hCoV-19/USA/MN-MDH-1386/2020|2020-03-19|USA	2020-03-19
EPI_ISL_523947|hCoV-19/Germany/NW-HHU-76/2020|2020-04-06|Germany	2020-04-06
EPI_ISL_894330|hCoV-19/Japan/PG-15510/2021|2021-01|Japan	2021-01
EPI_ISL_678644|hCoV-19/England/204521651/2020|2020-11-03|England	2020-11-03
EPI_ISL_605816|hCoV-19/India/DL-ILBS-9337D/2020|2020-03-31|India	2020-03-31
EPI_ISL_693322|hCoV-19/Singapore/1434/2020|2020-11-30|Singapore	2020-11-30
EPI_ISL_776280|hCoV-19/Germany/HH-hpi-p1953/2020|2020-03-24|Germany	2020-03-24
EPI_ISL_454926|hCoV-19/Wuhan/HB-WH2-158/2020|2020-02-28|Wuhan	2020-02-28
EPI_ISL_512009|hCoV-19/Switzerland/BE-ETHZ-220026/2020|2020-07-28|Switzerland	2020-07-28
EPI_ISL_516842|hCoV-19/England/LOND-125FCAF/2020|2020-03-10|England	2020-03-10
EPI_ISL_471539|hCoV-19/Brazil/SP-47/2020|2020-03-19|Brazil	2020-03-19
EPI_ISL_722180|hCoV-19/India/MH-NCCS-NR-12775/2020|2020-07-18|India	2020-07-18
EPI_ISL_468163|hCoV-19/Pakistan/NIH-HAS001/2020|2020-06-02|Pakistan	2020-06-02
EPI_ISL_848165|hCoV-19/Ireland/D-20G41967/2020|2020-03-26|Ireland	2020-03-26
EPI_ISL_862107|hCoV-19/Finland/28SS5G9/2020|2020-09-28|Finland	2020-09-28
EPI_ISL_940727|hCoV-19/USA/WI-MPHL-U1090000/2021|2021-01-08|USA	2021-01-08
EPI_ISL_862445|hCoV-19/India/AP-CS0364/2020|2020-07-04|India	2020-07-04
EPI_ISL_417798|hCoV-19/Iceland/148/2020|2020-03-13|Iceland	2020-03-13
EPI_ISL_747234|hCoV-19/Indonesia/JK-NIHRD-PME1264/2020|2020-06-05|Indonesia	2020-06-05
EPI_ISL_437902|hCoV-19/Greece/153_33892/2020|2020-03-14|Greece	2020-03-14
EPI_ISL_507215|hCoV-19/Russia/Novosibirsk-RII27322S/2020|2020-05-07|Russia	2020-05-07
EPI_ISL_768706|hCoV-19/Japan/IC-0497/2020|2020-12|Japan	2020-12
EPI_ISL_804427|hCoV-19/Netherlands/NH-RIVM-10266/2020|2020-03-22|Netherlands	2020-03-22
EPI_ISL_889020|hCoV-19/Indonesia/JB-EIJK58/2020|2020-11-04|Indonesia	2020-11-04
EPI_ISL_448928|hCoV-19/NorthernIreland/NIRE-FAE4B/2020|2020-03-26|NorthernIreland	2020-03-26
EPI_ISL_425789|hCoV-19/Scotland/CVR60/2020|2020-03-12|Scotland	2020-03-12
EPI_ISL_539904|hCoV-19/England/QEUH-9985E7/2020|2020-08-24|England	2020-08-24
EPI_ISL_591420|hCoV-19/Japan/IC-0078/2020|2020-07|Japan	2020-07
EPI_ISL_798773|hCoV-19/England/CAMC-D3DBC0/2020|2020-12-26|England	2020-12-26
EPI_ISL_783811|hCoV-19/USA/TX-HMH-MCoV-19390/2020|2020-11-30|USA	2020-11-30
EPI_ISL_862448|hCoV-19/India/AP-CS0368/2020|2020-07-04|India	2020-07-04
EPI_ISL_510718|hCoV-19/Switzerland/SG-ETHZ-200029/2020|2020-07-14|Switzerland	2020-07-14
EPI_ISL_635103|hCoV-19/Norway/4549/2020|2020-10-18|Norway	2020-10-18
EPI_ISL_734689|hCoV-19/Belgium/rega-0501632/2020|2020-05-01|Belgium	2020-05-01
EPI_ISL_507035|hCoV-19/SaudiArabia/KFSHRC42/2020|2020-03-26|SaudiArabia	2020-03-26
EPI_ISL_1008424|hCoV-19/Sweden/21-20401/2020|2020-10-12|Sweden	2020-10-12
EPI_ISL_1015121|hCoV-19/France/IDF_PSL_384/2020|2020-06-09|France	2020-06-09
EPI_ISL_1015160|hCoV-19/France/IDF_PSL_415/2020|2020-09-21|France	2020-09-21
EPI_ISL_1017303|hCoV-19/USA/OR-PROV-301/2020|2020-06-29|USA	2020-06-29
EPI_ISL_1017380|hCoV-19/USA/OR-PROV-398/2020|2020-06-16|USA	2020-06-16
EPI_ISL_1049160|hCoV-19/Belgium/rega-2400/2020|2020-10-12|Belgium	2020-10-12
EPI_ISL_1098797|hCoV-19/Slovenia/74970/2020|2020-08-25|Slovenia	2020-08-25
EPI_ISL_1111257|hCoV-19/Peru/LIM-INS-359/2020|2020-05-19|Peru	2020-05-19
EPI_ISL_1168366|hCoV-19/USA/NH-Yale-1640/2020|2020-04-18|USA	2020-04-18
EPI_ISL_1181371|hCoV-19/Brazil/MA-FIOCRUZ-6871/2021|2021-01-04|Brazil	2021-01-04
EPI_ISL_1181730|hCoV-19/Italy/VEN-SI_125/2020|2020-03-20|Italy	2020-03-20
EPI_ISL_1181779|hCoV-19/Italy/VEN-SI_104/2020|2020-03-04|Italy	2020-03-04
EPI_ISL_1229177|hCoV-19/Australia/SA0633/2020|2020-03-08|Australia	2020-03-08
EPI_ISL_1259282|hCoV-19/Russia/SPE-117/2021|2021-01-22|Russia	2021-01-22
EPI_ISL_1296403|hCoV-19/France/IDF_HB_112009081106/2020|2020-09-21|France	2020-09-21
EPI_ISL_1301484|hCoV-19/Mexico/TLA-IBT-IMSS-448/2020|2020-04-13|Mexico	2020-04-13
EPI_ISL_1311681|hCoV-19/Netherlands/NB-EMC-750/2020|2020-02-09|Netherlands	2020-02-09
EPI_ISL_1379491|hCoV-19/USA/FL-TGH-0084/2020|2020-03-25|USA	2020-03-25
EPI_ISL_1384826|hCoV-19/India/MH-NCCS-154558/2020|2021-01-12|India	2021-01-12
EPI_ISL_1384829|hCoV-19/India/MH-NCCS-172247/2020|2021-01-29|India	2021-01-29
EPI_ISL_1445075|hCoV-19/Brazil/SP-731135-NBD09/2021|2021-03-01|Brazil	2021-03-01
EPI_ISL_1477554|hCoV-19/USA/CA-CZB-27309/2020|2020-10-06|USA	2020-10-06
EPI_ISL_1494040|hCoV-19/USA/IL-IDPH-ALE-C-000945/2020|2020-05-10|USA	2020-05-10
EPI_ISL_1496234|hCoV-19/Switzerland/NE-ETHZ-350081/2020|2020-11-04|Switzerland	2020-11-04
EPI_ISL_1496478|hCoV-19/Switzerland/BL-ETHZ-330467/2020|2020-10-19|Switzerland	2020-10-19
EPI_ISL_1498624|hCoV-19/Luxembourg/LNS9461736/2021|2021-02-22|Luxembourg	2021-02-22
EPI_ISL_1501794|hCoV-19/USA/IL-LCH-0073/2020|2020-04-21|USA	2020-04-21
EPI_ISL_1544002|hCoV-19/India/MH-NCCS-P1162000180788/2021|2021-02-25|India	2021-02-25
EPI_ISL_1591225|hCoV-19/USA/NE-CDC-9MD8-8809/2020|2020-03-11|USA	2020-03-11
EPI_ISL_1591449|hCoV-19/South_Africa/Tygerberg_650/2020|2020-05-11|South_Africa	2020-05-11
EPI_ISL_1620714|hCoV-19/Ireland/KY-NVRL-20G33897/2020|2020-03-19|Ireland	2020-03-19
EPI_ISL_1692799|hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-9470/2020|2020-07-01|Italy	2020-07-01
EPI_ISL_1714017|hCoV-19/Qatar/QA-WCMQ_FD15506569/2020|2020-04-27|Qatar	2020-04-27
EPI_ISL_1821208|hCoV-19/Brazil/SP-2389/2020|2020-11-03|Brazil	2020-11-03
EPI_ISL_1912987|hCoV-19/USA/TN-UT2042/2020|2020-06-03|USA	2020-06-03
EPI_ISL_1912992|hCoV-19/USA/TN-UT2051/2020|2020-06-04|USA	2020-06-04
EPI_ISL_412969|hCoV-19/Japan/Hu_DP_Kng_19-027/2020|2020-02-10|Japan	2020-02-10
EPI_ISL_412981|hCoV-19/Wuhan/HBCDC-HB-05/2020|2020-01-18|Wuhan	2020-01-18
EPI_ISL_415144|hCoV-19/England/20102000106/2020|2020-02-27|England	2020-02-27
EPI_ISL_417310|hCoV-19/England/20110043706/2020|2020-03-07|England	2020-03-07
EPI_ISL_417553|hCoV-19/Iceland/220/2020|2020-03-16|Iceland	2020-03-16
EPI_ISL_418025|hCoV-19/Portugal/PT0040/2020|2020-03-17|Portugal	2020-03-17
EPI_ISL_418222|hCoV-19/France/CVL-2000/2020|2020-03-04|France	2020-03-04
EPI_ISL_418228|hCoV-19/France/HDF-2405/2020|2020-03-12|France	2020-03-12
EPI_ISL_418414|hCoV-19/France/ARA-09434/2020|2020-03-15|France	2020-03-15
EPI_ISL_418895|hCoV-19/USA/CT-UW328/2020|2020-03-14|USA	2020-03-14
EPI_ISL_419557|hCoV-19/USA/GA_2742/2020|2020-02-29|USA	2020-02-29
EPI_ISL_419564|hCoV-19/Luxembourg/LNS0366116/2020|2020-03-15|Luxembourg	2020-03-15
EPI_ISL_420104|hCoV-19/Singapore/27/2020|2020-03-05|Singapore	2020-03-05
EPI_ISL_420946|hCoV-19/Wales/PHWC-25032/2020|2020-03-21|Wales	2020-03-21
EPI_ISL_422555|hCoV-19/USA/NY-PV09200/2020|2020-03-22|USA	2020-03-22
EPI_ISL_423802|hCoV-19/England/20132079304/2020|2020-02-23|England	2020-02-23
EPI_ISL_425808|hCoV-19/Scotland/CVR78/2020|2020-03-06|Scotland	2020-03-06
EPI_ISL_1113270|hCoV-19/USA/AZ-TG720667/2020|2020-04-06|USA	2020-04-06
EPI_ISL_428202|hCoV-19/USA/NE-875/2020|2020-03-25|USA	2020-03-25
EPI_ISL_428454|hCoV-19/Guangdong/20SF198/2020|2020-01-22|Guangdong	2020-01-22
EPI_ISL_428459|hCoV-19/Guangdong/20SF262/2020|2020-01-23|Guangdong	2020-01-23
EPI_ISL_428679|hCoV-19/Spain/MD-H12-LP23-5852/2020|2020-03-08|Spain	2020-03-08
EPI_ISL_429160|hCoV-19/Sweden/20-50312/2020|2020-03-12|Sweden	2020-03-12
EPI_ISL_429376|hCoV-19/Denmark/ALAB-SSI160/2020|2020-03-09|Denmark	2020-03-09
EPI_ISL_429770|hCoV-19/Luxembourg/LNS4530810/2020|2020-03-28|Luxembourg	2020-03-28
EPI_ISL_430528|hCoV-19/Australia/VIC1192/2020|2020-03-30|Australia	2020-03-30
EPI_ISL_432321|hCoV-19/Wales/PHWC-27B02/2020|2020-03-30|Wales	2020-03-30
EPI_ISL_432515|hCoV-19/England/SHEF-CBCA3/2020|2020-03-19|England	2020-03-19
EPI_ISL_433864|hCoV-19/England/CAMB-7ACC1/2020|2020-04-09|England	2020-04-09
EPI_ISL_433888|hCoV-19/England/CAMB-7AEAD/2020|2020-04-09|England	2020-04-09
EPI_ISL_434755|hCoV-19/USA/TX-HMH046/2020|2020-03-14|USA	2020-03-14
EPI_ISL_434942|hCoV-19/USA/TX-HMH0348/2020|2020-04-02|USA	2020-04-02
EPI_ISL_438234|hCoV-19/USA/MD-HP00076/2020|2020-03-11|USA	2020-03-11
EPI_ISL_440554|hCoV-19/England/CAMB-84875/2020|2020-03-04|England	2020-03-04
EPI_ISL_441289|hCoV-19/England/CAMB-7A14A/2020|2020-04-02|England	2020-04-02
EPI_ISL_441861|hCoV-19/England/NOTT-1107E9/2020|2020-04-20|England	2020-04-20
EPI_ISL_441892|hCoV-19/England/NOTT-110A95/2020|2020-04-30|England	2020-04-30
EPI_ISL_444524|hCoV-19/USA/IL-NM012/2020|2020-03-17|USA	2020-03-17
EPI_ISL_444535|hCoV-19/USA/IL-NM025/2020|2020-03-15|USA	2020-03-15
EPI_ISL_444550|hCoV-19/USA/IL-NM054/2020|2020-03-15|USA	2020-03-15
EPI_ISL_445641|hCoV-19/Wales/PHWC-2A96F/2020|2020-04-07|Wales	2020-04-07
EPI_ISL_449596|hCoV-19/England/LIVE-9C92C/2020|2020-03-20|England	2020-03-20
EPI_ISL_450111|hCoV-19/USA/NY-PV09434/2020|2020-03-13|USA	2020-03-13
EPI_ISL_450344|hCoV-19/Bangladesh/BARJ-CVASU-CTG-517/2020|2020-05-03|Bangladesh	2020-05-03
EPI_ISL_454565|hCoV-19/India/MH-NIV-QA-710/2020|2020-03-31|India	2020-03-31
EPI_ISL_454766|hCoV-19/Netherlands/Utrecht_10017/2020|2020-03-23|Netherlands	2020-03-23
EPI_ISL_455419|hCoV-19/Nigeria/OS060-CV9/2020|2020-03-29|Nigeria	2020-03-29
EPI_ISL_455639|hCoV-19/South_Africa/KRISP-109/2020|2020-03-31|South_Africa	2020-03-31
EPI_ISL_455640|hCoV-19/India/WB-S4/2020|2020-03-27|India	2020-03-27
EPI_ISL_459188|hCoV-19/England/CAMB-1B10FE/2020|2020-05-06|England	2020-05-06
EPI_ISL_462150|hCoV-19/Russia/CRIE162784/2020|2020-03-31|Russia	2020-03-31
EPI_ISL_462180|hCoV-19/Belgium/JBE-0317326/2020|2020-03-17|Belgium	2020-03-17
EPI_ISL_462195|hCoV-19/Belgium/LL-0328341/2020|2020-03-28|Belgium	2020-03-28
EPI_ISL_464172|hCoV-19/England/20079000404/2020|2020-02-14|England	2020-02-14
EPI_ISL_464741|hCoV-19/England/201140778/2020|2020-03-09|England	2020-03-09
EPI_ISL_464748|hCoV-19/England/201141304/2020|2020-03-09|England	2020-03-09
EPI_ISL_464766|hCoV-19/England/201141581/2020|2020-03-09|England	2020-03-09
EPI_ISL_465000|hCoV-19/England/20118179304/2020|2020-03-12|England	2020-03-12
EPI_ISL_466348|hCoV-19/England/201580031/2020|2020-04-08|England	2020-04-08
EPI_ISL_467608|hCoV-19/USA/NM-UNM-00027/2020|2020-03-15|USA	2020-03-15
EPI_ISL_467640|hCoV-19/USA/NM-UNM-00099/2020|2020-04-01|USA	2020-04-01
EPI_ISL_468744|hCoV-19/Belgium/UGent-96/2020|2020-03-17|Belgium	2020-03-17
EPI_ISL_470842|hCoV-19/Australia/WA24/2020|2020-04-01|Australia	2020-04-01
EPI_ISL_473446|hCoV-19/England/BIRM-61243/2020|2020-06-06|England	2020-06-06
EPI_ISL_475010|hCoV-19/Israel/CVL-n-6112/2020|2020-03-15|Israel	2020-03-15
EPI_ISL_475866|hCoV-19/Austria/CeMM0449/2020|2020-03-05|Austria	2020-03-05
EPI_ISL_478710|hCoV-19/Australia/NSW598/2020|2020-06-08|Australia	2020-06-08
EPI_ISL_478713|hCoV-19/Australia/NSW601/2020|2020-04-13|Australia	2020-04-13
EPI_ISL_479894|hCoV-19/Japan/PG-0189/2020|2020-03-16|Japan	2020-03-16
EPI_ISL_484195|hCoV-19/England/GSTT-265E3C2/2020|2020-03-14|England	2020-03-14
EPI_ISL_485092|hCoV-19/USA/LA-GBCL-26513057/2020|2020-04-21|USA	2020-04-21
EPI_ISL_487456|hCoV-19/Mali/M002675/2020|2020-04-10|Mali	2020-04-10
EPI_ISL_487893|hCoV-19/Scotland/EDB3155/2020|2020-04-06|Scotland	2020-04-06
EPI_ISL_489205|hCoV-19/Northern_Ireland/NIRE-103831/2020|2020-04-15|Northern_Ireland	2020-04-15
EPI_ISL_489620|hCoV-19/Scotland/GCVR-17176E/2020|2020-03-28|Scotland	2020-03-28
EPI_ISL_489646|hCoV-19/Scotland/GCVR-16FD16/2020|2020-03-22|Scotland	2020-03-22
EPI_ISL_497204|hCoV-19/USA/WA-S2572/2020|2020-06-17|USA	2020-06-17
EPI_ISL_500596|hCoV-19/Australia/NSW2004/2020|2020-03-15|Australia	2020-03-15
EPI_ISL_507128|hCoV-19/England/NORT-2A6222/2020|2020-03-02|England	2020-03-02
EPI_ISL_510550|hCoV-19/South_Korea/KCDC2212/2020|2020-05-05|South_Korea	2020-05-05
EPI_ISL_511642|hCoV-19/Portugal/PT1095/2020|2020-03-16|Portugal	2020-03-16
EPI_ISL_512377|hCoV-19/England/NORW-EF0AD/2020|2020-03-06|England	2020-03-06
EPI_ISL_512722|hCoV-19/Australia/WA69/2020|2020-07-03|Australia	2020-07-03
EPI_ISL_513222|hCoV-19/Saudi_Arabia/KAUST-MAKKAH301/2020|2020-04-21|Saudi_Arabia	2020-04-21
EPI_ISL_513872|hCoV-19/USA/CA-CZB-2467/2020|2020-05-19|USA	2020-05-19
EPI_ISL_514566|hCoV-19/Wales/PHWC-169A15/2020|2020-03-20|Wales	2020-03-20
EPI_ISL_518049|hCoV-19/South_Africa/KRISP-K002466/2020|2020-06-23|South_Africa	2020-06-23
EPI_ISL_522781|hCoV-19/USA/VA-DCLS-0908/2020|2020-05-12|USA	2020-05-12
EPI_ISL_523614|hCoV-19/Netherlands/ZH-EMC-272/2020|2020-05-08|Netherlands	2020-05-08
EPI_ISL_524337|hCoV-19/USA/UT-08586/2020|2020-05-07|USA	2020-05-07
EPI_ISL_524739|hCoV-19/India/GJ-GBRC-380a/2020|2020-06-18|India	2020-06-18
EPI_ISL_525612|hCoV-19/USA/NY-Wadsworth-14422-01/2020|2020-03-09|USA	2020-03-09
EPI_ISL_525686|hCoV-19/USA/NY-Wadsworth-57118-01/2020|2020-04-20|USA	2020-04-20
EPI_ISL_526535|hCoV-19/Scotland/EDB7362/2020|2020-08-20|Scotland	2020-08-20
EPI_ISL_533016|hCoV-19/Scotland/QEUH-789563/2020|2020-07-16|Scotland	2020-07-16
EPI_ISL_534365|hCoV-19/Scotland/QEUH-964335/2020|2020-08-12|Scotland	2020-08-12
EPI_ISL_534986|hCoV-19/England/OXON-B49E2/2020|2020-03-13|England	2020-03-13
EPI_ISL_535219|hCoV-19/Wales/PHWC-16A23A/2020|2020-09-04|Wales	2020-09-04
EPI_ISL_536515|hCoV-19/Peru/LIM-INS-117/2020|2020-05-04|Peru	2020-05-04
EPI_ISL_536998|hCoV-19/England/QEUH-961848/2020|2020-07-31|England	2020-07-31
EPI_ISL_537601|hCoV-19/USA/CA-UCLA-80/2020|2020-03-12|USA	2020-03-12
EPI_ISL_543079|hCoV-19/USA/TX-HMH-3627/2020|2020-06-15|USA	2020-06-15
EPI_ISL_543290|hCoV-19/USA/TX-HMH-4004/2020|2020-06-16|USA	2020-06-16
EPI_ISL_545497|hCoV-19/USA/TX-HMH-2713/2020|2020-06-05|USA	2020-06-05
EPI_ISL_546358|hCoV-19/USA/TX-HMH-6927/2020|2020-06-27|USA	2020-06-27
EPI_ISL_549868|hCoV-19/England/MILK-99D096/2020|2020-08-29|England	2020-08-29
EPI_ISL_553019|hCoV-19/England/MILK-9714F6/2020|2020-08-18|England	2020-08-18
EPI_ISL_553089|hCoV-19/England/MILK-970CFF/2020|2020-08-18|England	2020-08-18
EPI_ISL_556109|hCoV-19/England/MILK-6422BB/2020|2020-07-04|England	2020-07-04
EPI_ISL_557211|hCoV-19/England/MILK-8274D2/2020|2020-07-16|England	2020-07-16
EPI_ISL_558361|hCoV-19/England/MILK-566C5A/2020|2020-06-12|England	2020-06-12
EPI_ISL_558929|hCoV-19/England/ALDP-52B8A8/2020|2020-06-01|England	2020-06-01
EPI_ISL_559410|hCoV-19/England/ALDP-4A29A7/2020|2020-05-22|England	2020-05-22
EPI_ISL_559630|hCoV-19/England/ALDP-49F5B8/2020|2020-05-22|England	2020-05-22
EPI_ISL_559696|hCoV-19/England/MILK-482D1A/2020|2020-04-26|England	2020-04-26
EPI_ISL_560637|hCoV-19/France/IDF-8679/2020|2020-06-25|France	2020-06-25
EPI_ISL_560647|hCoV-19/USA/DE-DHSS-F918664/2020|2020-03-21|USA	2020-03-21
EPI_ISL_560897|hCoV-19/USA/UT-UPHL-03046/2020|2020-05-02|USA	2020-05-02
EPI_ISL_566346|hCoV-19/England/ALDP-9CDC5D/2020|2020-09-16|England	2020-09-16
EPI_ISL_567431|hCoV-19/England/QEUH-9C9F2B/2020|2020-09-10|England	2020-09-10
EPI_ISL_567654|hCoV-19/England/ALDP-9C5BB2/2020|2020-09-10|England	2020-09-10
EPI_ISL_567667|hCoV-19/England/ALDP-9C5B3A/2020|2020-09-11|England	2020-09-11
EPI_ISL_570200|hCoV-19/USA/WA-UW-8165/2020|2020-04-25|USA	2020-04-25
EPI_ISL_571780|hCoV-19/USA/MN-QDX-981/2020|2020-03-15|USA	2020-03-15
EPI_ISL_572850|hCoV-19/England/ALDP-9BCEA6/2020|2020-09-09|England	2020-09-09
EPI_ISL_573090|hCoV-19/England/ALDP-9CC1B9/2020|2020-09-16|England	2020-09-16
EPI_ISL_578302|hCoV-19/Ireland/KK-NVRL-72IRL24802/2020|2020-08-13|Ireland	2020-08-13
EPI_ISL_579013|hCoV-19/USA/LA-EVTL609/2020|2020-07-01|USA	2020-07-01
EPI_ISL_579016|hCoV-19/USA/LA-EVTL612/2020|2020-07-01|USA	2020-07-01
EPI_ISL_579469|hCoV-19/New_Zealand/20VR3181/2020|2020-03-25|New_Zealand	2020-03-25
EPI_ISL_580212|hCoV-19/England/ALDP-9E9F16/2020|2020-09-24|England	2020-09-24
EPI_ISL_580665|hCoV-19/England/MILK-9F0811/2020|2020-09-25|England	2020-09-25
EPI_ISL_582609|hCoV-19/United_Arab_Emirates/skmc-0381517/2020|2020-02-07|United_Arab_Emirates	2020-02-07
EPI_ISL_582627|hCoV-19/United_Arab_Emirates/skmc-35676/2020|2020-04-03|United_Arab_Emirates	2020-04-03
EPI_ISL_584847|hCoV-19/England/QEUH-9E3495/2020|2020-09-21|England	2020-09-21
EPI_ISL_589454|hCoV-19/England/ALDP-9EE272/2020|2020-05-06|England	2020-05-06
EPI_ISL_590273|hCoV-19/England/QEUH-9B4BC5/2020|2020-09-03|England	2020-09-03
EPI_ISL_590415|hCoV-19/England/QEUH-9B4E35/2020|2020-09-03|England	2020-09-03
EPI_ISL_591365|hCoV-19/Japan/IC-0020/2020|2020-04-06|Japan	2020-04-06
EPI_ISL_602312|hCoV-19/USA/FL-B2TM/2020|2020-08-02|USA	2020-08-02
EPI_ISL_603297|hCoV-19/Switzerland/UR-ETHZ-300265/2020|2020-09-30|Switzerland	2020-09-30
EPI_ISL_603405|hCoV-19/Switzerland/BE-ETHZ-300453/2020|2020-09-30|Switzerland	2020-09-30
EPI_ISL_604309|hCoV-19/USA/CA-QDX-2021/2020|2020-03-17|USA	2020-03-17
EPI_ISL_608728|hCoV-19/England/MILK-A69E4D/2020|2020-10-09|England	2020-10-09
EPI_ISL_614351|hCoV-19/Cote_d'Ivoire/BKE0041/2020|2020-06-04|Cote_d'Ivoire	2020-06-04
EPI_ISL_614355|hCoV-19/Cote_d'Ivoire/BKE0125/2020|2020-06-10|Cote_d'Ivoire	2020-06-10
EPI_ISL_614557|hCoV-19/Denmark/DCGC-961/2020|2020-03-09|Denmark	2020-03-09
EPI_ISL_614577|hCoV-19/Denmark/DCGC-979/2020|2020-03-09|Denmark	2020-03-09
EPI_ISL_614581|hCoV-19/Denmark/DCGC-991/2020|2020-03-09|Denmark	2020-03-09
EPI_ISL_615212|hCoV-19/Denmark/DCGC-5281/2020|2020-09-14|Denmark	2020-09-14
EPI_ISL_615213|hCoV-19/Denmark/DCGC-5282/2020|2020-08-17|Denmark	2020-08-17
EPI_ISL_615254|hCoV-19/Denmark/DCGC-5323/2020|2020-09-14|Denmark	2020-09-14
EPI_ISL_615422|hCoV-19/Denmark/DCGC-3650/2020|2020-08-31|Denmark	2020-08-31
EPI_ISL_616503|hCoV-19/Denmark/DCGC-2624/2020|2020-08-17|Denmark	2020-08-17
EPI_ISL_616717|hCoV-19/Denmark/DCGC-2956/2020|2020-08-24|Denmark	2020-08-24
EPI_ISL_616955|hCoV-19/Denmark/DCGC-8136/2020|2020-10-26|Denmark	2020-10-26
EPI_ISL_618931|hCoV-19/Denmark/DCGC-7478/2020|2020-10-12|Denmark	2020-10-12
EPI_ISL_620841|hCoV-19/Denmark/DCGC-5516/2020|2020-09-21|Denmark	2020-09-21
EPI_ISL_621092|hCoV-19/Denmark/DCGC-5983/2020|2020-09-21|Denmark	2020-09-21
EPI_ISL_625897|hCoV-19/Denmark/DCGC-8549/2020|2020-10-26|Denmark	2020-10-26
EPI_ISL_626573|hCoV-19/Czech_Republic/NRL_9179-5/2020|2020-09-20|Czech_Republic	2020-09-20
EPI_ISL_628737|hCoV-19/USA/TX-DSHS-1042/2020|2020-06-15|USA	2020-06-15
EPI_ISL_633054|hCoV-19/USA/NY-NYCPHL-001042/2020|2020-09-08|USA	2020-09-08
EPI_ISL_633056|hCoV-19/USA/NY-NYCPHL-001044/2020|2020-10-08|USA	2020-10-08
EPI_ISL_641552|hCoV-19/France/OCC-SC417/2020|2020-03-14|France	2020-03-14
EPI_ISL_643957|hCoV-19/England/CAMC-B0747B/2020|2020-10-30|England	2020-10-30
EPI_ISL_645071|hCoV-19/Poland/PL_MCB_72/2020|2020-05-10|Poland	2020-05-10
EPI_ISL_648316|hCoV-19/Equatorial_Guinea/2426/2020|2020-04-21|Equatorial_Guinea	2020-04-21
EPI_ISL_649884|hCoV-19/England/204393759/2020|2020-10-23|England	2020-10-23
EPI_ISL_651724|hCoV-19/England/CAMC-B23224/2020|2020-11-03|England	2020-11-03
EPI_ISL_653753|hCoV-19/Colombia/DC-INS-78998/2020|2020-03-11|Colombia	2020-03-11
EPI_ISL_660474|hCoV-19/Burkina_Faso/583/2020|2020-06-21|Burkina_Faso	2020-06-21
EPI_ISL_667079|hCoV-19/USA/OR-OHSU-0070/2020|2020-04-23|USA	2020-04-23
EPI_ISL_672258|hCoV-19/USA/CA-CZB-10202/2020|2020-05-11|USA	2020-05-11
EPI_ISL_672264|hCoV-19/USA/CA-CZB-10225/2020|2020-05-16|USA	2020-05-16
EPI_ISL_676618|hCoV-19/USA/TX-DSHS-1485/2020|2020-06-22|USA	2020-06-22
EPI_ISL_683762|hCoV-19/USA/NY-NYCPHL-001443/2020|2020-11-23|USA	2020-11-23
EPI_ISL_685346|hCoV-19/Japan/PG-1740/2020|2020-05-02|Japan	2020-05-02
EPI_ISL_693563|hCoV-19/Portugal/PT1550/2020|2020-06-21|Portugal	2020-06-21
EPI_ISL_699946|hCoV-19/India/MH-ACTREC-294/2020|2020-07-14|India	2020-07-14
